date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:46:35	2876/2876	---M--	200	added ('OK')	image/png	etag:%22bfc63b5eee05178f84b7c333dc98b980-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/banner/shape/03.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/banner/shape/03.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:36	11192/11192	---M--	200	added ('OK')	image/png	etag:%22a9498abcc7fd3fbaaabbaa2ac84bc5a5-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/about/sm-01.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/about/sm-01.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:37	16299/16299	---MCZ	200	added ('OK')	text/css	etag:%22a833a6655db868cec00ea8cf80ae28b4-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/css/1de645ff4b070368.css	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/css/1de645ff4b070368.css	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:39	171091/171091	---MCZ	200	added ('OK')	text/css	etag:%22b18dcc1a20058ad0d407c83fb024a817-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/css/25ef7637e285c945.css	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/css/25ef7637e285c945.css	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:39	60931/60931	---MCZ	200	added ('OK')	text/css	etag:%220eb605f2957f75ae412d0c92815972a8-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/css/41e941f9c7c3d03a.css	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/css/41e941f9c7c3d03a.css	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:41	154321/154321	---MCZ	200	added ('OK')	text/css	etag:%22e00a8c9c6ab876b96c8ad064a9d47275-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/css/81e52bb95a003886.css	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/css/81e52bb95a003886.css	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:42	529665/529665	---MCZ	200	added ('OK')	text/css	etag:%222de84874a45768d3d353c0fccd2c1137-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:43	18158/18158	---MCZ	200	added ('OK')	text/css	etag:%22539c0a3909a6e0b9ddbdb77e751d24f2-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/css/42e27f7b44c03b3d.css	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/css/42e27f7b44c03b3d.css	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:43	3460/3460	---MCZ	200	added ('OK')	application/javascript	etag:%22e723d48aec9bcf773179199a94ad273a-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/chunks/webpack-9f0c6e9b127c72e6.js	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/chunks/webpack-9f0c6e9b127c72e6.js	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:46	169112/169112	---MCZ	200	added ('OK')	application/javascript	etag:%221f72e1b4c7c00b6f5287ba1ef6c0ad81-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/chunks/4bd1b696-50748632c48a9c43.js	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/chunks/4bd1b696-50748632c48a9c43.js	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:47	173433/173433	---MCZ	200	added ('OK')	application/javascript	etag:%2245cae22dd3ba31b4d362b83f471a5ee9-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/chunks/1684-bcbb63cd02ae8fc2.js	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/chunks/1684-bcbb63cd02ae8fc2.js	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:48	521/521	---M--	200	added ('OK')	application/javascript	etag:%2280d11b68d9307ab0c02594448a626f54-ssl%22	https://finbiz-nextjs.netlify.app/_next/static/chunks/main-app-48b214b0b71f7ffd.js	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/chunks/main-app-48b214b0b71f7ffd.js	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:49	7461/7461	---MCZ	200	added ('OK')	application/javascript	etag:%221213448bff841140e2c6447041e40cf7-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/chunks/6874-4b6647df205b2997.js	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/chunks/6874-4b6647df205b2997.js	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:50	103632/103632	---MCZ	200	added ('OK')	application/javascript	etag:%220770b32e939ce4a844314c85bbd7ee8b-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/chunks/45-19b53d855e72c9a2.js	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/chunks/45-19b53d855e72c9a2.js	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:51	14192/14192	---MCZ	200	added ('OK')	application/javascript	etag:%22463eb51ba45c1386eeec77a82b7d8d2b-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/chunks/8016-688134f6e045a6db.js	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/chunks/8016-688134f6e045a6db.js	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:53	13436/13436	---MCZ	200	added ('OK')	application/javascript	etag:%22972947bfdb3626c34ebfd629822d6cd6-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/chunks/1130-5d7ef87ca32751b7.js	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/chunks/1130-5d7ef87ca32751b7.js	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:54	5976/5976	---MCZ	200	added ('OK')	application/javascript	etag:%220f48a1705c6f94bcfb9dcb9699165a6f-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/chunks/9165-f865b1d2e61fc2af.js	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/chunks/9165-f865b1d2e61fc2af.js	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:55	56499/56499	---MCZ	200	added ('OK')	application/javascript	etag:%22228892ef1e674948a4e5408901b1e00c-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/chunks/544-5f2ba7bf89aed22b.js	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/chunks/544-5f2ba7bf89aed22b.js	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:55	6228/6228	---MCZ	200	added ('OK')	application/javascript	etag:%229234fd63499652ad321096915115e3db-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/chunks/app/page-bf69c9834886e416.js	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/chunks/app/page-bf69c9834886e416.js	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:56	1941/1941	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e0c6c7e609c649c15db5eaff77fd2f3a-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/about/call.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/about/call.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:57	141528/141528	---M--	200	added ('OK')	image/png	etag:%2266db783f44453c0cbdf641e6f7b4789a-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/about/main/about-01.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/about/main/about-01.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:58	25224/25224	---M--	200	added ('OK')	image/png	etag:%22a7349ded723b443e4f7980a913936289-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/about/main/about-02.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/about/main/about-02.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:46:59	5474/5474	---MCZ	200	added ('OK')	image/svg+xml	etag:%221d0e8cc0be390f8586157dcd40565b4f-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/service/icon/01.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/service/icon/01.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:00	3419/3419	---M-Z	200	added ('OK')	image/svg+xml	etag:%22bb8d8932744e35cbe07edec81a75495e-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/service/icon/02.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/service/icon/02.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:01	7558/7558	---MCZ	200	added ('OK')	image/svg+xml	etag:%225adebb6a81aa469dba24c2d56695f6d7-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/service/icon/03.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/service/icon/03.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:01	5952/5952	---MCZ	200	added ('OK')	image/svg+xml	etag:%22ae9e70dd71d8b9cf4ea4760ee7d5471c-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/service/icon/04.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/service/icon/04.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:02	9960/9960	---MCZ	200	added ('OK')	image/svg+xml	etag:%22aaf85c3cdc5615b93e3f2efe8059a601-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/service/icon/05.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/service/icon/05.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:03	7218/7218	---MCZ	200	added ('OK')	image/svg+xml	etag:%22fa8fa17f33a9ac8a9c96285ab62177c8-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/service/icon/06.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/service/icon/06.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:04	46604/46604	---M--	200	added ('OK')	image/jpeg	etag:%22aef3e2622029c595c3567c969f7c840f-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/business-goal/01.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/business-goal/01.jpg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:04	46032/46032	---M--	200	added ('OK')	image/jpeg	etag:%22d39c1da4166c75bdbd23aeaf4e5dc807-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/business-goal/sm-01.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/business-goal/sm-01.jpg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:06	5819/5819	---MCZ	200	added ('OK')	image/svg+xml	etag:%222fb65892734009085264734f29b99b0a-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/business-goal/icon/01.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/business-goal/icon/01.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:06	12639/12639	---MCZ	200	added ('OK')	image/svg+xml	etag:%223072fb4e0f483256a9d8bcd2e2d198ae-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/business-goal/icon/02.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/business-goal/icon/02.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:07	5109/5109	---M-Z	200	added ('OK')	image/svg+xml	etag:%223700473793510b06d1be9fa422be2137-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/counterup/icon/01.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/counterup/icon/01.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:08	15252/15252	---MCZ	200	added ('OK')	image/svg+xml	etag:%22d95122f7f40553a48b89cb2d9b7fb34e-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/counterup/icon/02.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/counterup/icon/02.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:09	7495/7495	---MCZ	200	added ('OK')	image/svg+xml	etag:%22a37bf599f0b94fdd329e4ff5c4997c6f-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/counterup/icon/03.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/counterup/icon/03.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:10	7551/7551	---MCZ	200	added ('OK')	image/svg+xml	etag:%22ffef9d8007fd5cefa68efc5e19ca148d-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/counterup/icon/04.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/counterup/icon/04.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:11	69047/69047	---M--	200	added ('OK')	image/jpeg	etag:%22af428dda9df8d7f72a1d5fd34e4958d3-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/gallery/gallery-01.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/gallery/gallery-01.jpg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:12	3397/3397	---MCZ	200	added ('OK')	image/svg+xml	etag:%22bb3f6ad5439e5f332ff6fd200f3cb925-ssl-df%22	https://finbiz-nextjs.netlify.app/assets/images/gallery/icon/01.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/gallery/icon/01.svg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:13	63727/63727	---M--	200	added ('OK')	image/jpeg	etag:%22fceaf47d440a15e59ca62275f4c836cb-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/gallery/gallery-02.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/gallery/gallery-02.jpg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:14	66972/66972	---M--	200	added ('OK')	image/jpeg	etag:%22e1ebc22859f90c23b180b69bc8d387e9-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/gallery/gallery-03.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/gallery/gallery-03.jpg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:15	4655/4655	---M--	200	added ('OK')	image/png	etag:%22566ed49ee88646de330196490ceb1660-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/client/01.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/client/01.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:15	5282/5282	---M--	200	added ('OK')	image/png	etag:%22a2bcb28273323f3ba2111b84084a4cd2-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/client/02.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/client/02.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:16	4578/4578	---M--	200	added ('OK')	image/png	etag:%22d2a9c4271cda4c79aa12320126671dbe-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/client/03.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/client/03.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:17	5855/5855	---M--	200	added ('OK')	image/png	etag:%22b5d153c19d94c68398193bd51a5f1c45-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/client/04.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/client/04.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:18	5367/5367	---M--	200	added ('OK')	image/png	etag:%221d635d9bda3c1b58388a8f55d5af1c7e-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/client/05.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/client/05.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:18	4638/4638	---M--	200	added ('OK')	image/png	etag:%22ce36a2703040662fa1293a8182dd31ad-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/client/06.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/client/06.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:19	39128/39128	---M--	200	added ('OK')	image/jpeg	etag:%223dc2cef3a549620626cfc3acf5f4eb40-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/team/tm/01.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/team/tm/01.jpg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:22	30474/30474	---M--	200	added ('OK')	image/jpeg	etag:%229cf2f8abb308c3aa476899068ebf109b-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/team/tm/02.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/team/tm/02.jpg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:23	39638/39638	---M--	200	added ('OK')	image/jpeg	etag:%22b879c8ca586fe5e179fac0346a591dec-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/team/tm/03.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/team/tm/03.jpg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:24	38437/38437	---M--	200	added ('OK')	image/jpeg	etag:%22bd903e495c5c82e8b686a04ba0f1c523-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/team/tm/04.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/team/tm/04.jpg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:25	85537/85537	---M--	200	added ('OK')	image/png	etag:%22679ef386c7f9bc4f6009dee6d4edf6b6-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/feature/01.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/feature/01.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:25	5252/5252	---M--	200	added ('OK')	image/png	etag:%22039fb2eb483467f1be2fea733b990d41-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/testimonials/02.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/testimonials/02.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:26	114976/114976	---M--	200	added ('OK')	image/png	etag:%2248124c67387078c3a9eb108483320f52-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/testimonials/01.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/testimonials/01.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:27	74616/74616	---M--	200	added ('OK')	image/jpeg	etag:%2247b8f0d28f9911f3281645d69f45c1e8-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/blog/02.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/blog/02.jpg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:28	53616/53616	---M--	200	added ('OK')	image/jpeg	etag:%22408656114f5f56a5969c5595d376fcd6-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/blog/03.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/blog/03.jpg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:29	31736/31736	---M--	200	added ('OK')	image/jpeg	etag:%2265fb3d6d867f45d55627a9cb3e8e096d-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/blog/04.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/blog/04.jpg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:30	103/103	---M--	200	added ('OK')	image/png	etag:%2226eaa149cba65d05a9f2c12b3c7a63d1-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/footer/under-title.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/footer/under-title.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:30	294125/294125	---M--	200	added ('OK')	image/jpeg	etag:%22f121012f53c21395fff3ff5f4393a222-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/contact/01.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/contact/01.jpg	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:31	21142/21142	---M--	200	added ('OK')	image/png	etag:%22d4cf8d4afa9f45049527ededb912d015-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/footer/post/01.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/footer/post/01.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:32	23837/23837	---M--	200	added ('OK')	image/png	etag:%22cf2936c5f3ad61f60db85b6dd75def14-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/footer/post/02.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/footer/post/02.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:33	2449/2449	---M--	200	added ('OK')	image/png	etag:%2238aa840fba2f0649c2931564e499e952-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/fav.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/fav.png	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:34	112594/112594	---MCZ	200	added ('OK')	application/javascript	etag:%22b5cc8b6cbba4016c1924b27744364767-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/chunks/polyfills-42372ed130431b0a.js	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/chunks/polyfills-42372ed130431b0a.js	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:35	36885/36885	---MCZ	200	added ('OK')	text/html	etag:%22ftq3nd7gpxsgb%22	https://finbiz-nextjs.netlify.app/about-us	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/about-us.html	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:36	32787/32787	---MCZ	200	added ('OK')	text/html	etag:%22w36n0gwo86par%22	https://finbiz-nextjs.netlify.app/blog-list	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/blog-list.html	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:37	26505/26505	---MCZ	200	added ('OK')	text/html	etag:%22fcygftc0eqkg7%22	https://finbiz-nextjs.netlify.app/contactus	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/contactus.html	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:39	56843/56843	---M-Z	200	added ('OK')	text/html	etag:%2283jytz93n317ud%22	https://finbiz-nextjs.netlify.app/	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/index.html	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:39	60952/60952	---MCZ	200	added ('OK')	text/html	etag:%2212gvudgwdg21b0g%22	https://finbiz-nextjs.netlify.app/home-two	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/home-two.html	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
21:47:41	65191/65191	---MCZ	200	added ('OK')	text/html	etag:%22jkpe6zshu1ear%22	https://finbiz-nextjs.netlify.app/home-three	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/home-three.html	(from https://finbiz-nextjs.netlify.app/?storefront=envato-elements)
